NEO_REFERENCE_ID,EST_DIA_IN_M(MIN),EST_DIA_IN_M(MAX),RELATIVE_VELOCITY_KM_PER_SEC,MISS_DIST.(KILOMETERS),PERIHELION_DISTANCE,APHELION_DIST,PERIHELION_TIME,MEAN_ANOMALY,MEAN_MOTION,HAZARDOUS
3751815,73.20739893,163.6967205,11.74041348,49843512.0,0.420643557,1.310067172,2457885.994,140.1980047,1.224369037,False
3182169,50.64714588,113.2504611,3.838016764,12937927.0,0.894596466,1.275511373,2458019.676,343.2780838,0.872021301,False
2267221,291.4439045,651.6883822,14.65060718,73819112.0,0.353626501,1.724513416,2458022.991,339.0708465,0.930543952,True
2382875,121.4940408,271.6689341,7.514875357,74676320.0,1.064042019,1.533383689,2458116.955,282.4479213,0.665938871,False
2396793,253.8370294,567.5968529,14.38282119,62975644.0,0.41798504,1.717474091,2458175.962,203.254479,0.893330519,False
2419472,278.3267681,622.3575734,16.53824927,55719572.0,0.979849028,1.470259485,2458225.396,196.5243824,0.726894008,True
3647009,8.801465209,19.68067451,7.339140833,10631156.0,0.894825363,1.404419606,2457820.163,144.1965902,0.799597081,False
3713321,44.11182,98.63702813,10.59959371,58869008.0,1.090769447,1.725882064,2457721.451,164.5618703,0.589724799,False
3747315,11.08038821,24.77650126,22.82462864,70754448.0,0.589366594,1.093896567,2457932.079,87.33995138,1.276500647,False
3771614,137.9605689,308.4892103,20.37422233,33566916.0,1.053139736,1.41868453,2457874.564,90.33855226,0.717336088,False
3170221,13.32155667,29.78790628,7.516462188,35312740.0,0.974877427,1.002458289,2457942.407,58.24402434,1.002601733,False
3601408,461.9074603,1032.856481,21.53473449,69933392.0,1.249969645,3.251179614,2458488.264,217.6120228,0.291920064,False
3772759,6.230960191,13.93285055,13.59223294,48298924.0,0.882471179,1.183949636,2458145.012,224.3796114,0.938471127,False
3409964,183.8886721,411.187571,8.187885954,57238648.0,0.740447036,1.36371177,2457881.086,109.0655767,0.913337515,True
3562320,20.16299194,45.08582062,14.09120316,40237380.0,0.691858139,1.034788039,2458132.945,197.2654368,1.228694855,False
3747992,22.10828104,49.43561926,11.19950105,34836728.0,0.715068661,1.023604203,2457906.714,114.0409109,1.215968301,False
3373683,350.3926411,783.5017643,9.304865523,5421688.5,0.924256148,1.198138093,2457865.406,301.4816145,0.901591855,True
3719206,167.7084622,375.0075218,26.05388051,59935336.0,0.675399064,2.298905386,2457734.923,144.3317647,0.543464194,False
3394543,175.6123185,392.6810818,19.26861257,65708916.0,0.563573927,1.800723602,2457785.993,164.4894217,0.766824314,True
2489486,350.3926411,783.5017643,9.304865524,5421688.5,0.924281133,1.198101,2457865.417,121.7908146,0.90159957,True
2356991,441.1182,986.3702813,14.34253068,33947260.0,0.983660562,3.224375682,2457678.054,104.1327876,0.322945963,True
3648769,42.12646106,94.19763057,10.84353509,46063436.0,0.703867931,1.166566083,2458103.637,247.6041478,1.089771585,False
3773650,133.5841639,298.7032712,15.67869704,29137866.0,0.538522793,1.209601643,2457968.782,38.25533,1.206120092,False
3277704,101.0543415,225.9643771,15.79708507,27445294.0,0.979702043,1.335932256,2458117.764,267.2300401,0.791123175,False
3459306,127.2198785,284.4722965,20.28945338,30440984.0,0.656178296,1.850759132,2458112.46,281.3684519,0.702318043,False
3562321,211.1324448,472.1064988,19.85485062,22393042.0,0.424378215,1.368299666,2457976.506,27.86736523,1.161437054,False
3701883,167.7084622,375.0075218,24.71825521,51248596.0,0.771869078,2.535524147,2457669.893,153.2259945,0.463468603,True
3728898,96.50614696,215.7943048,11.39660227,34981784.0,0.551407341,1.649247193,2457807.135,165.1195034,0.853928014,False
3484042,201.6299194,450.8582062,15.45541989,16406984.0,0.846029713,2.477271393,2457629.305,170.8032502,0.460144811,False
3330689,35.03926411,78.35017643,14.68517642,57902824.0,0.999613628,1.467602397,2457831.348,121.6788611,0.719346776,False
3694462,18.38886721,41.1187571,4.823898633,60106416.0,0.887767716,1.844104467,2458076.2,313.2636057,0.617388454,False
3127399,36.69061375,82.04270649,11.50824853,3868730.5,0.999633119,1.507677719,2458106.355,285.6728098,0.702161156,False
3397922,319.5618867,714.5621017,18.33273398,53124212.0,0.908332239,1.465781824,2457814.672,349.2002761,0.762073213,True
3672731,15.29519353,34.20109247,7.92636157,24354582.0,0.991683894,1.261520006,2458071.889,301.1588143,0.824229826,False
3463371,183.8886721,411.187571,19.66727897,54831432.0,0.639674145,1.185759888,2458072.706,278.3844048,1.130315941,False
2484402,319.5618867,714.5621017,18.33270757,53124064.0,0.908385427,1.465766379,2457814.668,141.6139707,0.762055041,True
3776112,200.1497153,447.548369,17.48135593,48423144.0,0.63174607,1.493480811,2458183.942,194.9409037,0.899789906,False
3363380,105.8168859,236.6137501,13.47523501,9816599.0,0.79392145,1.506541146,2458052.234,318.6663284,0.798962329,False
3673983,66.76594135,149.2931834,4.331719159,14103325.0,1.104939299,1.771836034,2458088.209,309.8889443,0.571334103,False
3673919,133.2155667,297.8790628,16.93829897,46137780.0,1.024458882,3.299497229,2458038.03,348.3639763,0.310046727,False
2366746,242.4124811,542.0507863,11.0655789,73181936.0,0.585434749,1.588849709,2458057.799,310.1782421,0.869509888,True
3545558,10.10543415,22.59643771,12.55217618,18219530.0,0.50803401,1.153422125,2458016.803,338.7787407,1.301714515,False
3608823,9.650614696,21.57943048,12.52653474,55870700.0,0.594921626,1.264569188,2458072.033,281.3559795,1.099405769,False
3775092,128.9302951,288.2969041,12.83532762,47410376.0,1.056712065,1.940385108,2457965.064,19.03910494,0.537276483,False
2090416,483.6764882,1081.533507,24.36345562,67884888.0,0.860834483,2.529122644,2457919.652,36.11013318,0.446640148,True
2458418,334.6223745,748.2383761,31.60773533,61771396.0,0.857697693,2.851226417,2458244.068,264.9401354,0.390280764,True
3007951,483.6764882,1081.533507,32.18140575,35621844.0,0.222740818,1.906274498,2457979.537,18.81210234,0.897389304,False
2495829,483.6764882,1081.533507,32.18140589,35621840.0,0.222740809,1.906274507,2457979.537,18.81210291,0.897389304,False
3414393,253.8370294,567.5968529,18.51752548,48037404.0,1.035508781,1.717393412,2457658.844,324.390888,0.610327438,False
3440397,253.8370294,567.5968529,31.12855633,71772336.0,0.680868408,2.786869979,2458218.506,265.8872187,0.431697544,True
2470594,242.4124811,542.0507863,18.51751945,48037648.0,1.035614874,1.717388349,2458248.697,208.5269511,0.610293842,False
3414402,305.1792326,682.4015094,26.34786713,55637000.0,1.068307863,2.722815307,2457581.929,158.076077,0.377656728,False
3560054,48.36764882,108.1533507,9.830749452,48873616.0,0.719270342,1.131459673,2458031.559,325.6108651,1.107221384,False
3666783,231.5021222,517.6544822,15.41407222,72039488.0,0.54826442,0.956041852,2458042.556,296.4561445,1.510931126,True
2307070,192.5550782,430.5662442,14.69930803,44574208.0,0.983258271,1.636811201,2458217.785,217.1735398,0.657324556,False
3008362,231.5021222,517.6544822,19.8486346,72342576.0,1.016350997,1.718742012,2458225.754,221.1766294,0.616298227,False
3182823,40.23045798,89.95803882,9.509879717,5849801.5,0.492001659,1.168257114,2458037.143,312.250296,1.303122944,False
3390647,105.8168859,236.6137501,16.06106628,73313632.0,0.43978349,1.372505423,2458106.755,238.5895015,1.142636037,True
3746629,7.320739894,16.36967205,20.48445425,66852456.0,0.905722653,1.670708811,2458044.555,330.3027266,0.674095109,False
3662252,18.38886721,41.1187571,19.53492824,54720140.0,0.875829788,1.678462713,2457812.928,128.0888493,0.682878006,False
2365449,211.1324448,472.1064988,13.20166038,66886804.0,0.444952259,1.491802904,2458091.375,266.0102798,1.034277278,False
3410474,167.7084622,375.0075218,24.36755481,64415952.0,0.416930587,1.627166066,2457920.96,75.8722848,0.953886992,False
3426239,211.1324448,472.1064988,14.24794319,29983460.0,0.6537617,1.084718406,2457852.557,179.924266,1.216170541,False
3623682,13.32155667,29.78790628,15.4970038,43464572.0,0.799767043,1.185916592,2457830.559,169.3102929,0.996285897,False
3724948,384.1978911,859.0926012,19.88515963,33564184.0,0.671734305,3.023975065,2458249.852,262.1602702,0.392375923,False
2099799,581.5070396,1300.28927,3.631631329,36989136.0,1.058716794,1.864482687,2457753.756,137.6282213,0.557778009,False
2267759,461.9074603,1032.856481,10.6702067,70651280.0,1.120448295,1.626902197,2458050.991,329.0904802,0.612178349,False
3645649,30.51792326,68.24015094,19.64827271,70551696.0,0.830905112,1.254310277,2458180.936,192.9503264,0.925811744,False
3761271,35.03926411,78.35017643,15.82831923,49979660.0,0.51300356,1.096018776,2458032.74,315.9645924,1.36585928,False
3150188,152.9519353,342.0109247,12.8466218,62941832.0,1.009889082,1.431669723,2458195.525,217.4920488,0.73071544,False
3508168,366.9061375,820.4270649,20.98692105,71921168.0,0.943275324,1.556623789,2457720.011,275.7103215,0.705286131,True
3691712,26.58,59.43468684,1.444412563,16750804.0,1.041219117,1.294439981,2457870.114,101.8278746,0.780970958,False
2477519,366.9061375,820.4270649,20.98684799,71920712.0,0.943171187,1.556562725,2458230.388,197.8474532,0.705356048,True
3766334,66.76594135,149.2931834,12.19944446,51441896.0,1.000383337,1.904900836,2457684.268,178.0213353,0.562945225,False
3625128,278.3267681,622.3575734,21.82359578,65705832.0,0.560354232,3.059710299,2457982.891,7.126982341,0.404738576,False
2347634,334.6223745,748.2383761,15.51968958,63934848.0,0.500263781,1.744230727,2458125.674,256.2265858,0.829031909,False
3666733,29.14439045,65.16883822,5.772196918,60424960.0,1.048481369,1.536922777,2457869.144,88.08560387,0.67058897,False
3771633,12.19424669,27.26716454,5.985693748,30038752.0,0.741199644,1.273077299,2457910.969,87.30597168,0.975147463,False
3684352,183.8886721,411.187571,12.23303167,37765468.0,1.070194767,2.485420408,2457833.432,69.46572316,0.415792777,False
3781651,24.38680899,54.53056265,20.06035265,48875488.0,0.574932886,1.131190023,2458114.158,217.8217198,1.250931692,False
2162694,319.5618867,714.5621017,24.43643362,65340896.0,0.50262587,1.237935947,2457928.629,87.25022797,1.213989384,False
3429684,22.10828104,49.43561926,8.178060535,18553526.0,0.574749512,1.331031251,2457879.218,128.5098086,1.059594412,False
3581238,221.0828104,494.3561926,13.99908588,40918004.0,0.433710753,1.354004407,2457927.52,85.11513055,1.166276656,False
3601472,402.3045798,899.5803882,15.47761552,31246566.0,0.626864339,3.725615932,2458259.957,280.3456586,0.30700387,True
3666677,73.20739893,163.6967205,10.35388121,15399087.0,0.864591606,1.50621293,2458069.78,307.0930837,0.763669496,False
3730802,33.46223745,74.82383761,7.035079264,17480564.0,0.664228116,1.106863233,2458096.541,246.40938,1.182735479,False
3471585,12.72198785,28.44722965,23.69987137,69715352.0,0.49603748,1.02368426,2457910.789,133.4904732,1.488000076,False
3666785,92.16265485,206.0819612,12.98022659,25918202.0,0.863536992,1.469502839,2457770.913,179.6031186,0.782286503,False
2355046,334.6223745,748.2383761,7.54190726,71767928.0,0.904480727,1.580158628,2457965.665,24.79516197,0.711793516,False
3072196,33.46223745,74.82383761,11.28681471,39248196.0,0.932457273,1.045889769,2457858.76,141.9998844,1.00183304,False
3514891,101.0543415,225.9643771,23.72220568,52415584.0,0.666153584,1.098066388,2457880.985,142.1815303,1.189652073,False
3765702,23.15021222,51.76544822,11.64611137,44981772.0,0.771325821,1.055192397,2457869.526,147.9107629,1.129309691,False
2003362,581.5070396,1300.28927,11.64710673,70112592.0,0.525866421,1.453186991,2458083.86,276.5319456,1.001296722,True
3358223,76.65755735,171.4115092,10.35324209,31336330.0,0.55589795,1.228977059,2458152.279,182.5608781,1.169061488,False
3634389,278.3267681,622.3575734,23.38412318,69361968.0,0.876616288,2.083334789,2457880.502,65.68939439,0.547422026,False
2221980,421.2646106,941.9763057,12.13803165,53015068.0,0.803906112,1.878933092,2457993.823,4.235828003,0.634391129,True
3431599,265.8,594.3468684,21.5761474,36613344.0,0.793000341,3.613774461,2458438.593,227.9818462,0.301347631,False
3736387,167.7084622,375.0075218,16.50157935,28088220.0,0.67993564,1.197794459,2457930.878,75.43067961,1.083426155,False
2152978,319.5618867,714.5621017,13.12160832,54038588.0,0.887135056,1.436973322,2458141.974,248.6885109,0.786800275,True
3373683,350.3926411,783.5017643,7.952404402,40350200.0,0.924256148,1.198138093,2457865.406,301.4816145,0.901591855,True
3565394,3.051792326,6.824015094,19.12628617,70129456.0,0.909378784,1.370356442,2457852.946,119.5014484,0.809883317,False
3749346,53.03407233,118.5877909,6.772455512,26178680.0,0.986879239,1.240954904,2457830.227,142.7481821,0.838348871,False
2489486,350.3926411,783.5017643,7.952404476,40350200.0,0.924281133,1.198101,2457865.417,121.7908146,0.90159957,True
3695735,127.2198785,284.4722965,8.976896282,60527156.0,1.266291487,1.455457665,2458003.96,357.8516052,0.620836044,False
3529600,55.53349116,124.1766613,11.15252559,58746584.0,1.009738926,1.483606803,2457835.391,116.9081915,0.708068565,False
3573154,242.4124811,542.0507863,7.775284323,56671204.0,1.027904052,1.414541874,2458070.767,308.6824689,0.730317372,False
3710226,16.77084622,37.50075218,8.454837553,25237628.0,0.960721514,1.725552206,2458177.546,247.8987742,0.633174874,False
3739251,402.3045798,899.5803882,4.554434942,64140008.0,1.285054806,2.109423275,2458063.839,331.7666356,0.445748155,False
2397847,461.9074603,1032.856481,16.1934694,40229988.0,0.77017969,2.022801047,2457955.35,26.96545347,0.597237621,False
3455137,265.8,594.3468684,11.31412764,44395812.0,0.601085349,1.073319609,2457864.451,175.046953,1.286643753,True
3102683,101.0543415,225.9643771,12.11192691,55947568.0,0.44619445,1.567017254,2458094.415,268.3465264,0.975921526,True
2259221,384.1978911,859.0926012,25.5086959,32755016.0,0.183632346,2.016890836,2458049.287,318.3354906,0.854004473,False
3400310,50.64714588,113.2504611,24.87798356,71482464.0,0.564872684,1.149648081,2458144.613,181.0468118,1.241752215,False
2476904,384.1978911,859.0926012,21.15876284,68850736.0,0.867033787,1.925422337,2457976.839,14.1351501,0.597405932,False
3769883,96.50614696,215.7943048,19.41326482,68897200.0,0.373960166,1.308209003,2457912.829,112.0207861,1.2777461,False
3670292,278.3267681,622.3575734,16.13668117,43169132.0,0.868803998,1.723841134,2458157.748,254.9924492,0.667781606,False
3732504,84.05334021,187.9489824,7.480711704,68938208.0,0.899793237,1.335412999,2458100.382,276.6777732,0.834204766,False
3744790,146.0679643,326.6178974,23.58895686,43545180.0,0.377763065,1.050661696,2457985.764,24.06198361,1.632912872,True
3367904,55.53349116,124.1766613,10.44659924,1298905.875,0.524432048,1.18603025,2458109.193,224.5501365,1.246174352,False
3548666,8.027031673,17.94898848,6.631819686,41985840.0,0.799073083,1.287178455,2458130.802,239.4550495,0.925122115,False
3560922,265.8,594.3468684,12.94382846,35395452.0,0.683082367,2.116998998,2457929.182,42.43165484,0.594967291,False
3723951,211.1324448,472.1064988,32.34999063,55525012.0,0.555132464,2.82104723,2458090.431,319.5869226,0.449376893,True
3741556,146.0679643,326.6178974,11.26916468,26756424.0,0.932695564,2.473296254,2458260.253,244.801984,0.443489832,True
2424965,461.9074603,1032.856481,31.39153504,62973468.0,0.416798067,1.208201197,2457939.26,82.41524826,1.345765264,False
3008376,201.6299194,450.8582062,3.696657853,40152700.0,1.24632015,2.723467869,2458292.341,257.1405929,0.352450469,False
3555410,192.5550782,430.5662442,20.02348492,26938286.0,0.53381277,1.676878901,2457833.892,141.3035121,0.848119024,False
3699893,11.08038821,24.77650126,2.683853974,17471656.0,0.960374917,1.108282105,2458073.062,292.0134404,0.936949814,False
3402642,19.25550782,43.05662442,9.010488107,24198584.0,0.995375326,1.422438268,2457965.869,25.67916881,0.741506299,False
3552578,53.03407233,118.5877909,6.368218127,26466610.0,0.800001975,1.292474018,2457969.792,28.28216611,0.920997267,False
2162422,201.6299194,450.8582062,17.03071425,5193227.0,0.566085442,1.848620361,2457853.622,109.1215214,0.742938268,True
3147579,50.64714588,113.2504611,13.37163703,49181324.0,0.810135583,1.030431236,2457992.067,9.414568024,1.116404774,False
3297366,133.2155667,297.8790628,16.78970428,63561092.0,0.623827818,1.513262591,2457818.804,343.6674809,0.892307872,False
2481127,133.2155667,297.8790628,16.78970245,63561064.0,0.62384772,1.513054607,2457818.796,162.1573952,0.892425681,False
3613391,29.14439045,65.16883822,8.974451416,29181276.0,0.959661786,1.312231733,2458078.911,296.1673513,0.814080043,False
2204131,278.3267681,622.3575734,23.40663052,19376870.0,0.421454568,1.871383806,2457851.172,119.9026872,0.802950744,False
3514891,101.0543415,225.9643771,19.53134604,50899832.0,0.666153584,1.098066388,2457880.985,142.1815303,1.189652073,False
3714553,221.0828104,494.3561926,11.66650637,54915028.0,0.944486789,1.38919612,2458198.229,205.3834595,0.781963171,True
3716433,152.9519353,342.0109247,9.772334952,53934032.0,0.782487442,1.145789797,2457969.366,32.4136765,1.041105774,False
3728860,69.91252322,156.3291544,21.96604402,62555340.0,0.825888589,1.824415242,2457935.562,41.9569927,0.646108673,False
2041429,201.6299194,450.8582062,17.82239398,9380801.0,0.70820877,2.476841829,2458310.455,207.9897313,0.490427216,True
2277810,116.0259082,259.4418179,9.108857681,44981060.0,0.623300636,1.379385249,2457994.548,5.854064811,0.983625574,False
2401954,461.9074603,1032.856481,11.77424794,56441720.0,0.589258429,1.063386951,2458113.076,212.2843195,1.312138131,True
3092296,36.69061375,82.04270649,11.19234352,32090024.0,0.837333187,1.176031959,2457825.358,170.9055417,0.975809963,False
3749034,26.58,59.43468684,6.296119131,7555205.0,0.801639815,1.076551379,2457956.161,48.02060936,1.083027208,False
2280491,421.2646106,941.9763057,17.80588113,9538428.0,0.570151483,1.639186904,2458191.095,198.2044241,0.84889839,False
3714452,201.6299194,450.8582062,23.76774875,26749868.0,0.326629134,1.394850897,2458122.997,208.8110789,1.234229957,True
2318050,483.6764882,1081.533507,4.952970789,69442016.0,1.27038034,2.574645016,2458051.564,341.119355,0.369743251,False
3346460,139.4938229,311.9176705,14.43852096,55876996.0,0.653630822,1.688932981,2458110.143,274.7506398,0.777520637,True
3429818,58.15070396,130.028927,8.780697047,36420424.0,0.73491803,1.396790574,2457877.501,110.1686537,0.895689143,False
2136818,441.1182,986.3702813,14.8303269,28906368.0,0.612904543,1.26225631,2458099.878,252.1101482,1.085653597,False
2390522,201.6299194,450.8582062,12.42774975,20916226.0,0.76775636,1.604148694,2457843.284,119.9775719,0.763138065,False
3120863,14.60679643,32.66178974,18.00810222,52719728.0,0.480214266,1.056794619,2457934.763,96.17078023,1.4629669,False
3741442,4.836764882,10.81533507,10.89735211,22324196.0,0.937788632,1.846420019,2458057.17,325.9945887,0.600062379,False
2433953,183.8886721,411.187571,11.91230567,26335462.0,0.860054324,1.292361611,2458050.123,316.193455,0.882794806,True
2461353,183.8886721,411.187571,16.17399574,30691200.0,0.706245579,1.314274442,2458102.133,261.3521356,0.970631386,False
3367126,265.8,594.3468684,13.81495661,33047286.0,0.887759699,1.885089781,2458030.229,221.3003814,0.603753449,False
3551168,6.089126221,13.61570015,1.696036734,12866110.0,0.995402784,1.050941843,2458136.285,230.6902292,0.952315612,False
3712623,253.8370294,567.5968529,28.30126915,65317764.0,0.567753182,1.810061564,2457864.767,103.1968051,0.760294841,False
2489453,265.8,594.3468684,13.81495655,33047286.0,0.887856014,1.884947784,2458030.239,342.0445912,0.603768369,False
3102762,40.23045798,89.95803882,11.00604019,50632012.0,0.979681623,1.005410915,2458172.58,188.4820622,0.996730922,False
3768613,84.05334021,187.9489824,15.76937557,72734736.0,0.572266154,1.209870386,2457955.316,52.94473125,1.17175713,False
2052381,265.8,594.3468684,6.512148568,71047256.0,1.09408987,1.46248089,2457903.636,66.05807476,0.6819654,False
3283835,221.0828104,494.3561926,10.20313158,12809288.0,0.402529036,1.155978512,2457707.604,206.5407562,1.432800429,False
3550466,20.16299194,45.08582062,4.80017647,8955735.0,0.934572499,1.274842735,2457995.83,3.964133127,0.848854101,False
3776033,132.6034968,296.5104328,13.8133903,41845276.0,1.173540603,3.442805962,2457962.344,10.72428223,0.281061564,False
2469737,221.0828104,494.3561926,10.20313012,12809289.0,0.402652556,1.156036147,2457958.897,59.59793608,1.43255065,False
3610527,231.5021222,517.6544822,11.28687705,33903420.0,0.785718636,2.149645576,2458061.406,326.2391644,0.55431429,True
3739152,183.8886721,411.187571,28.95600839,52117492.0,0.555008126,2.53422613,2458011.732,354.2332058,0.513420026,False
3742058,201.6299194,450.8582062,8.651590667,27575540.0,0.808091284,1.753467197,2458245.236,193.5857368,0.679974544,False
2053409,483.6764882,1081.533507,14.28368254,28807414.0,0.781763383,3.420976286,2458114.064,323.2554578,0.323556652,False
2215442,530.3407233,1185.877909,18.8508513,33022334.0,0.663085871,1.16418128,2458055.409,298.0283623,1.128615465,False
3312033,152.9519353,342.0109247,16.33617524,37646284.0,1.015378405,1.298689789,2457457.327,113.3827336,0.79192643,False
3672904,211.1324448,472.1064988,7.989587028,50523108.0,0.962577997,2.004626698,2458285.779,204.4040509,0.545415915,False
3735995,9.650614696,21.57943048,8.15649753,72657440.0,0.902250302,1.516847401,2457902.633,72.51110905,0.740915967,False
2469929,167.7084622,375.0075218,16.33618898,37646276.0,1.015337932,1.298660919,2457911.899,70.16831954,0.791962028,False
3605335,167.7084622,375.0075218,10.87652213,33491848.0,0.722780372,1.460702895,2457838.135,140.2867688,0.864020935,False
3748472,11.08038821,24.77650126,9.994683899,27843766.0,0.835922839,1.168455684,2458097.776,264.4382556,0.982379873,False
2373503,265.8,594.3468684,6.762149439,69102648.0,1.021941532,1.820300011,2458228.108,227.5825279,0.5817784,False
3685273,11.60259082,25.94418179,20.45613575,53104716.0,0.820353528,1.804761978,2458059.424,321.3795834,0.65543019,False
3283679,152.9519353,342.0109247,22.45388967,51863844.0,0.397488603,1.181037904,2458061.578,274.1472955,1.405630747,False
3508112,121.4940408,271.6689341,4.420739317,38523372.0,0.870920227,1.515123672,2458031.775,336.3445347,0.756364998,True
3773593,20.35893129,45.52395431,7.928890614,21310594.0,0.81756466,1.125360993,2458068.276,290.2347895,1.029354088,False
3384030,46.19074603,103.2856481,6.289760801,23756480.0,1.100396984,1.604360674,2457802.304,124.2085236,0.626695431,False
3432642,192.5550782,430.5662442,18.89432695,47355656.0,0.260512932,1.374468298,2458101.469,225.3612921,1.333459748,False
3645649,30.51792326,68.24015094,8.115731138,12311839.0,0.830905112,1.254310277,2458180.936,192.9503264,0.925811744,False
3684006,46.19074603,103.2856481,24.52374455,71128488.0,0.776945447,1.581898763,2458221.448,189.983585,0.769485037,False
2429736,231.5021222,517.6544822,14.23538375,59854608.0,0.610195889,1.478121259,2458152.248,219.8224039,0.92374986,False
3690061,26.58,59.43468684,11.41550538,32271954.0,0.742704851,1.119569743,2458026.151,331.8622581,1.096941557,False
3635077,66.76594135,149.2931834,5.493440713,9547403.0,0.914915765,1.474152843,2457924.766,57.17361845,0.754929045,False
3685269,96.50614696,215.7943048,0.873948344,73575536.0,1.246101425,2.922824921,2457979.921,6.73955577,0.327501078,False
3666628,242.4124811,542.0507863,24.78308388,57899388.0,0.807914389,2.923787686,2457774.41,87.43192531,0.386712866,False
3710020,80.27031673,179.4898848,13.74252349,54237316.0,0.640549365,1.440719609,2458108.588,259.6460621,0.92844622,False
3719227,15.29519353,34.20109247,8.101973199,24106666.0,0.850283141,1.088404276,2458096.981,260.361513,1.032731396,False
3729840,133.2155667,297.8790628,3.796655783,58388412.0,1.241110523,1.638802467,2457843.473,89.56849856,0.570400657,False
3767934,27.83267681,62.23575734,10.42214982,34727152.0,0.853463339,1.07623464,2457894.197,110.5501194,1.039956214,False
3062448,242.4124811,542.0507863,14.11779808,44347540.0,1.182668357,3.810021147,2457577.822,105.6226762,0.249889052,False
3704267,20.16299194,45.08582062,10.65758757,37168724.0,0.97849638,1.805106314,2458200.603,239.8864081,0.600258329,False
3752574,10.10543415,22.59643771,8.074475349,33781084.0,0.779370956,1.038704484,2457954.804,51.96448672,1.137185249,False
2065679,350.3926411,783.5017643,5.970251637,22513096.0,0.672777383,1.157392398,2457869.689,147.2845374,1.125931571,True
3279740,183.8886721,411.187571,28.43142689,62157284.0,0.437502742,1.622021321,2458047.792,315.394784,0.943189075,True
3735678,58.15070396,130.028927,16.71907126,37893864.0,0.556000699,1.103770303,2458042.421,305.3478473,1.303697426,False
